name,priority,type,query,operator,threshold_critical,threshold_warning,threshold_critical_recovery,message,tags,escalation_message,locked,new_host_delay,notify_audit,notify_no_data,renotify_interval,require_full_window,timeout_h,evaluation_delay,no_data_timeframe,include_tags,enable_logs_sample,threshold_windows_recovery_window,threshold_windows_trigger_window
Terraform (CSV) - Invalid Request - Invalid redirect URI on /authorize - Categorized - Production,1,log alert,"logs(""@error_category:\""Invalid Request - Invalid redirect URI on /authorize\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,10,,,"slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt 

Summary:P1 - {{value}} Invalid redirect URI on /authorize - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:/authorize
Service:Invalid redirect URI - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Invalid Request - Missing client_id on /authorize - Categorized - Production,1,log alert,"logs(""@error_category:\""Invalid Request - Missing client_id on /authorize\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt

Summary:P1 - {{value}}  Invalid Request - Missing client_id on /authorize - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:/authorize
Service:High Number of Invalid Request Errors - Missing client_id on /authorize - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Invalid authentication to BindID Backend API - Categorized - Production,1,log alert,"logs(""@error_category:\""Invalid authentication to BindID Backend API\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt

Summary:P1 - {{value}}  Invalid authentication to BindID on Backend API - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:Backend API
Service:High Number of Invalid authentication to BindID - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Invalid client credentials on /token - Categorized - Production,1,log alert,"logs(""@error_category:\""Invalid client credentials on /token\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt

Summary:P1 - {{value}} Invalid client credentials on /token - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:/token
Service:Invalid client credentials - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Management Console Bad Logins - Categorized - Production,1,log alert,"logs(""@error_category:\""Management Console Bad Logins\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>,5,,,"slack-bindid-srv-uptime-alerts
webhook-Uptime-XiteIt 

Summary:P1 - {{Value}} Bad Logins on Management Console - Production
Critical Threshold:{{threshold}}
Warning Threshold:{{warn_threshold}}

Host:Management Console
Service:High Number of Bad Logins - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - OIDC /complete with errors - Categorized - Production,1,log alert,"logs(""@error_category:\""OIDC /complete with errors\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srvrefine-uptime-alerts
webhook-Refine-XiteIt 

Summary:P1 - ""OIDC /complete with errors - Categorized"" Errors on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:High Number of  OIDC /complete with errors - Categorized - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - OIDC Backend invalid_request errors - Categorized - Production,1,log alert,"logs(""@error_category:\""OIDC Backend invalid_request errors\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"Summary:P1 - ""invalid_request"" Errors on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:High Number of ""invalid_request"" Errors - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}} slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Recovery Journey Invocations - Categorized - Production,1,log alert,"logs(""@error_category:\""Recovery Journey Invocations\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srv-uptime-alerts
webhook-Uptime-XiteIt

Summary:P1 - Recovery Journey Invocations on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:Recovery Journey Invocations - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Ticket consumption errors - Categorized - Production,1,log alert,"logs(""@error_category:\""Ticket consumption errors\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>,5,,,"slack-bindid-srv-uptime-alerts
webhook-Uptime-XiteIt

Summary:cannot_consume_ticket - 401 Errors Number on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}} 
Warning Threshold:-

Host:bindid-authentication-server
Service:High cannot_consume_ticket - 401 Errors Number - Production
Value:{{value}} 
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Unknown authorization code on /token - Categorized - Production,1,log alert,"logs(""@error_category:\""Unknown authorization code on /token\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt

Summary:P1 - ""Unknown Authorization Code"" Errors Number on bindid-authentication-server - /token is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:High Unknown Authorization Code Errors - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - User Cancellation - Categorized - Production,1,log alert,"logs(""@error_category:\""User Cancellation\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>,5,,,"slack-bindid-srv-uptime-alerts
webhook-Uptime-XiteIt

Summary:P1 - User Cancellation Errors Number on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:High User Cancellation Errors  - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - User not found errors - Categorized - Production,1,log alert,"logs(""@error_category:\""User not found errors\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srvrefine-uptime-alerts
webhook-Refine-XiteIt

Summary:P1 - User Not Found Errors Number on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:High User Not Found Errors - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - User not found for backend/management support APIs - Categorized - Production,1,log alert,"logs(""@error_category:\""User not found for backend/management support APIs\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,10.8,,,"slack-bindid-srv-uptime-alerts
webhook-Uptime-XiteIt

Summary:P1 - User Not Found Errors Number on bindid-authentication-server - backend/management support APIs is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:High User not found for backend/management support APIs - Categorized - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Foreign errors - Categorized - Production,1,log alert,"logs(""@error_category:\""Foreign errors\"" @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srvrefine-uptime-alerts
webhook-Refine-XiteIt

Summary:P1 - Foreign errors on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:Foreign errors - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Backend - Invalid Request - Categorized - Production,1,log alert,"logs(""@error_category:\""Invalid Request\"" @api_audience:backend @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srvrefine-uptime-alerts
webhook-Refine-XiteIt

Summary:P1 - Backend - Invalid Request on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:Backend - Invalid Request - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - End User - Invalid Request - Categorized - Production,1,log alert,"logs(""@error_category:\""Invalid Request\"" @api_audience:enduser @bindid_env:production"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srvrefine-uptime-alerts
webhook-Refine-XiteIt

Summary:P1 - End User - Invalid Request on bindid-authentication-server is {{value}} - Production
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:bindid-authentication-server
Service:End User - Invalid Request - Production
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Production,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
"Terraform (CSV) - 4XX: Backend & Management - Uncategorized, non-foreign - Sandbox",1,log alert,"logs(""@http.status_code:[400 TO 499] @api_audience:backend -@error_category:* -@uri:\""/api/v2/oidc/bindid-oidc/complete\"" @bindid_env:sandbox"").index(""*"").rollup(""count"").last(""15m"")",>=,1,,,"slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt
Summary:P1 - {{value}} 4XX Errors on Backend & Management - Sandbox

Critical Threshold:{{threshold}}
Warning Threshold:-

Host:Backend & Management - Uncategorized 
Service:4XX Errors - Sandbox
Value:{{value}} 
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Sandbox,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - 500: Backend & Management - Categorized - Sandbox,1,log alert,"logs(""@error_category:\""500: Backend & Management\"" @bindid_env:sandbox"").index(""*"").rollup(""count"").last(""15m"")",>=,1,,,"slack-bindid-srv-uptime-alerts
webhook-Uptime-XiteIt 

Summary:P1 - {{value}} Status Code 500 Errors on Backend & Management - Sandbox

Critical Threshold:{{threshold}}
Warning Threshold:-

Host:Backend & Management 
Service:Number of 500 Errors - Sandbox
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Sandbox,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - 500: End-Users - Categorized - Sandbox,1,log alert,"logs(""@error_category:\""500: End-Users\"" @bindid_env:sandbox"").index(""*"").rollup(""count"").last(""15m"")",>,3,,,"slack-bindid-srv-uptime-alerts
webhook-Uptime-XiteIt

Summary:P1 - {{value}} Status Code 500 Errors on End-Users - Sandbox

Critical Threshold:{{threshold}}
Warning Threshold:-

Host:End-Users
Service:Number of 500 Errors - Sandbox
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Sandbox,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - All Invalid Request Errors on /authorize - Categorized - Sandbox,1,log alert,"logs(""@error_category:\""All Invalid Request Errors on /authorize\"" @bindid_env:sandbox"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt
Summary:P1 - {{value}}  Invalid Request Errors on /authorize - Sandbox
Critical Threshold:{{threshold}}
Warning Threshold:-

Host:/authorize
Service:High Number of Invalid Request Errors - Sandbox
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Sandbox,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
Terraform (CSV) - Backend & Management - unsupported_grant - Categorized - Sandbox,1,log alert,"logs(""@error_category:\""Backend & Management - unsupported_grant\"" @bindid_env:sandbox"").index(""*"").rollup(""count"").last(""15m"")",>=,5,,,"slack-bindid-srv-uptime-alerts webhook-Uptime-XiteIt
Summary:P1 - {{value}} unsupported_grant on Backend & Management - Sandbox

Critical Threshold:{{threshold}}
Warning Threshold:-

Host:Backend & Management
Service:Number of unsupported_grants - Sandbox
Value:{{value}}
Severity:{{#is_alert}}Critical{{/is_alert}}{{#is_warning}}Warning{{/is_warning}}{{#is_no_data}}No Data{{/is_no_data}}{{#is_recovery}}Recovered{{/is_recovery}}",Ring1 Sandbox,,FALSE,300,FALSE,FALSE,0,,0,,,TRUE,TRUE,,
